Start Date:,30-04-2025_10.25.11
Bench number:,86
Computer name:,FRF23050189
Test equipment:,CM.33
Script name:,Endurance_Test
Script version:,0.0d
Script path:,*DAG_Displays:\Test_Group\SYS.5_System_Test\Env_Tests\BR_223\Climatic_Tests\Endurance_Test
Test operator name:,Daniel Lobato
Test Request: ,TR.EL24.06823
Test name: ,3_PTL - k-16
Part number: ,-1
VLIMS number: ,SS 1#22
Serial Number: ,
SW Version: ,-1
HW Version: ,-1
Criteria: ,
Current Value Wake Mode High Value Range - 13.5V: ,2.06[A]
Current Value Wake Mode Low Value Range - 13.5: ,0.98[A]
Current Value Wake Mode High Value Range - 17V: ,1.632[A]
Current Value Wake Mode Low Value Range - 17V: ,0.78[A]
Current Value Wake Mode High Value Range - 8V: ,3.58[A]
Current Value Wake Mode Low Value Range - 8V: ,1.69[A]
Current Value Sleep Mode: ,100[mA]

No:, Date & Time, DUT Mode, Probe of Humidity(%),Probe of Temperature(°C), Dry contact value, Reference Voltage(V),Current[A],Current[A] Status, CAN_status,CID_Display_Temp_Status, CDD_Display_Temp_Status,CID ON/OFF, CDD ON/OFF, CID_BackLight , CDD_BackLight, CID_X_Coordinates, CID_Y_Coordinates, CDD_X_Coordinates, CDD_Y_Coordinates, Light_Sensor_On, Light_Sensor_Off, Temp_1,Temp_2, Watchdog_reset, Hardware_reset, Power_reset, Clock_reset, DTC Stored
104,30/04/2025  13:45:42,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000382336,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
105,30/04/2025  13:46:47,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000381045,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
106,30/04/2025  13:47:52,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000366406,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
107,30/04/2025  13:48:56,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000367611,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
108,30/04/2025  13:50:01,Sleep Mode,999.9,999.9,5/Operating Max Mode,12.5,0.0000403692,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
109,30/04/2025  13:56:33,Wake Mode,999.9,999.9,5/Operating Max Mode,13.5,2.861294,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,False,False,-1,-1,-1,-1,-1,
110,30/04/2025  14:02:29,Wake Mode,999.9,999.9,3/Operating Max Mode,13.5,2.853052,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
111,30/04/2025  14:08:24,Wake Mode,999.9,999.9,3/Operating Max Mode,8,1.272295,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
112,30/04/2025  14:14:19,Wake Mode,999.9,999.9,6/Operating Min Mode,8,1.273114,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
113,30/04/2025  14:20:15,Wake Mode,999.9,999.9,6/Operating Min Mode,17,2.235641,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
114,30/04/2025  14:26:10,Wake Mode,999.9,999.9,1/Parking Off,17,2.23255,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
115,30/04/2025  14:27:32,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000373036,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
116,30/04/2025  14:28:37,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000336783,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
117,30/04/2025  14:29:42,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000383973,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
118,30/04/2025  14:30:47,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000398525,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
119,30/04/2025  14:31:51,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000388709,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
120,30/04/2025  14:32:56,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000395339,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
121,30/04/2025  14:34:01,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000385695,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
122,30/04/2025  14:35:06,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000399903,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
123,30/04/2025  14:36:11,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000039,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
124,30/04/2025  14:37:16,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000404123,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
125,30/04/2025  14:38:21,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000038182,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
126,30/04/2025  14:39:25,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000396975,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
127,30/04/2025  14:40:30,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000395942,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
128,30/04/2025  14:41:35,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000400506,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
129,30/04/2025  14:42:40,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000384834,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
130,30/04/2025  14:43:44,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000393617,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
131,30/04/2025  14:44:49,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000407653,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
132,30/04/2025  14:45:54,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000393961,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
133,30/04/2025  14:46:59,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000408342,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
134,30/04/2025  14:48:04,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000388536,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
135,30/04/2025  14:49:08,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000407051,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
136,30/04/2025  14:50:13,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000385523,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
137,30/04/2025  14:51:18,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000426856,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
138,30/04/2025  14:52:18,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000406706,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
139,30/04/2025  14:53:23,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000376997,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
140,30/04/2025  14:54:28,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000406964,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
141,30/04/2025  14:55:32,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000390259,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
142,30/04/2025  14:56:37,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000403089,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
143,30/04/2025  14:57:42,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000429181,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
144,30/04/2025  14:58:47,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000380356,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
145,30/04/2025  14:59:52,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000041902,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
146,30/04/2025  15:00:57,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000427717,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
147,30/04/2025  15:01:56,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000042987,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
148,30/04/2025  15:03:01,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000415834,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
149,30/04/2025  15:04:06,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000417815,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
150,30/04/2025  15:05:11,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000421259,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
151,30/04/2025  15:06:11,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000442443,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
152,30/04/2025  15:07:16,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000439945,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
153,30/04/2025  15:08:21,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000421517,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
154,30/04/2025  15:09:21,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000436845,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
155,30/04/2025  15:10:25,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000447523,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
156,30/04/2025  15:11:30,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000445457,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
157,30/04/2025  15:12:35,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000454154,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
158,30/04/2025  15:13:40,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000451226,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
159,30/04/2025  15:14:44,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000458976,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
160,30/04/2025  15:15:49,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000443734,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
161,30/04/2025  15:16:54,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000468707,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
162,30/04/2025  15:17:54,Sleep Mode,999.9,999.9,5/Operating Max Mode,12.5,0.0000453809,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,20,20,True,True,-1,-1,-1,-1,-1,
163,30/04/2025  15:24:26,Wake Mode,999.9,999.9,5/Operating Max Mode,13.5,2.063348,NOK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,10,10,True,True,-1,-1,-1,-1,-1,
164,30/04/2025  15:30:21,Wake Mode,999.9,999.9,3/Operating Max Mode,13.5,1.904191,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,10,10,True,True,-1,-1,-1,-1,-1,
165,30/04/2025  15:36:17,Wake Mode,999.9,999.9,3/Operating Max Mode,8,2.706436,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,10,10,False,False,-1,-1,-1,-1,-1,
166,30/04/2025  15:42:12,Wake Mode,999.9,999.9,6/Operating Min Mode,8,2.504166,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,10,True,True,-1,-1,-1,-1,-1,
167,30/04/2025  15:48:08,Wake Mode,999.9,999.9,6/Operating Min Mode,17,0.152604,NOK,0,HIGH_CRIT_TEMP,HIGH_CRIT_TEMP,0,0,0,0,0,0,0,0,0,0,False,True,-1,-1,-1,-1,-1,
168,30/04/2025  15:54:05,Wake Mode,999.9,999.9,1/Parking Off,17,1.120609,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
169,30/04/2025  15:55:26,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000468793,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
170,30/04/2025  15:56:31,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000475337,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
171,30/04/2025  15:57:35,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000478524,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
172,30/04/2025  15:58:41,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000480935,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
173,30/04/2025  15:59:45,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000479987,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
174,30/04/2025  16:00:50,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000478093,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
175,30/04/2025  16:01:55,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000473615,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
176,30/04/2025  16:03:00,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000437104,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
177,30/04/2025  16:04:05,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000465607,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
178,30/04/2025  16:05:10,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000470343,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
179,30/04/2025  16:06:14,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000447609,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
180,30/04/2025  16:07:19,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000466984,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
181,30/04/2025  16:08:24,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000436329,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
182,30/04/2025  16:09:24,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000454929,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
183,30/04/2025  16:10:29,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000044804,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
184,30/04/2025  16:11:34,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000418503,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
185,30/04/2025  16:12:39,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000440462,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
186,30/04/2025  16:13:44,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000445026,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
187,30/04/2025  16:14:49,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000430817,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
188,30/04/2025  16:15:54,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000424015,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
189,30/04/2025  16:16:58,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000405242,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
190,30/04/2025  16:18:03,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000425479,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
191,30/04/2025  16:19:08,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000037872,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
192,30/04/2025  16:20:08,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000386986,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
193,30/04/2025  16:21:13,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000409289,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
194,30/04/2025  16:22:18,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000407481,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
195,30/04/2025  16:23:22,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000040085,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
196,30/04/2025  16:24:27,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000422637,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
197,30/04/2025  16:25:32,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000381647,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
198,30/04/2025  16:26:37,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000412562,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
199,30/04/2025  16:27:42,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000420742,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
200,30/04/2025  16:28:47,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000413595,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
201,30/04/2025  16:29:52,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000382422,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
202,30/04/2025  16:30:56,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000413164,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
203,30/04/2025  16:32:01,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000418245,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
204,30/04/2025  16:33:06,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000413509,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
205,30/04/2025  16:34:11,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000394736,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
206,30/04/2025  16:35:16,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000401453,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
207,30/04/2025  16:36:20,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000040042,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
208,30/04/2025  16:37:25,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000392153,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
209,30/04/2025  16:38:30,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000042169,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
210,30/04/2025  16:39:35,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.000037295,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
211,30/04/2025  16:40:40,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000412303,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
212,30/04/2025  16:41:44,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000374931,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
213,30/04/2025  16:42:49,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000407998,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
214,30/04/2025  16:43:54,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000416523,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
215,30/04/2025  16:44:59,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000406792,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
216,30/04/2025  16:46:04,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000422206,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
217,30/04/2025  16:47:09,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000407309,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
218,30/04/2025  16:48:13,Sleep Mode,999.9,999.9,1/Parking Off,12.5,0.0000393445,OK,0,CRIT_TEMP,CRIT_TEMP,1,1,1,1,0,0,0,0,0,0,False,False,-1,-1,-1,-1,-1,
